
Page: 1/63 | Game: 1/63000 | Kept Games: 0\1 | Game Took: 00:00:00 | Page: Took: 00:00:09 | Total Elapsed: 00:00:13
Page: 1/63 | Game: 191/63000 | Kept Games: 32\191 | Game Took: 00:00:01 | Page: Took: 00:03:39 | Total Elapsed: 00:03:42
Page: 1/63 | Game: 192/63000 | Kept Games: 32\192 | Game Took: 00:00:00 | Page: Took: 00:03:39 | Total Elapsed: 00:03:43
Page: 1/63 | Game: 193/63000 | Kept Games: 33\193 | Game Took: 00:00:00 | Page: Took: 00:03:40 | Total Elapsed: 00:03:44
Page: 1/63 | Game: 194/63000 | Kept Games: 33\194 | Game Took: 00:00:00 | Page: Took: 00:03:41 | Total Elapsed: 00:03:45
Page: 1/63 | Game: 195/63000 | Kept Games: 33\195 | Game Took: 00:00:00 | Page: Took: 00:03:42 | Total Elapsed: 00:03:46
Page: 1/63 | Game: 196/63000 | Kept Games: 33\196 | Game Took: 00:00:00 | Page: Took: 00:03:43 | Total Elapsed: 00:03:46
Page: 1/63 | Game: 197/63000 | Kept Games: 34\197 | Game Took: 00:00:01 | Page: Took: 00:03:44 | Total Elapsed: 00:03:48
Page: 1/63 | Game: 198/63000 | Kept Games: 35\198 | Game Took: 00:00:01 | Page: Took: 00:03:46 | Total Elapsed: 00:03:49
Page: 1/63 | Game: 199/63000 | Kept Games: 35\199 | Game Took: 00:00:00 | Page: Took: 00:03:46 | Total Elapsed: 00:03:50
Page: 1/63 | Game: 200/63000 | Kept Games: 36\200 | Game Took: 00:00:01 | Page: Took: 00:03:48 | Total Elapsed: 00:03:52
Page: 1/63 | Game: 201/63000 | Kept Games: 36\201 | Game Took: 00:00:00 | Page: Took: 00:03:49 | Total Elapsed: 00:03:52
Page: 1/63 | Game: 202/63000 | Kept Games: 36\202 | Game Took: 00:00:00 | Page: Took: 00:03:49 | Total Elapsed: 00:03:53
Page: 1/63 | Game: 203/63000 | Kept Games: 36\203 | Game Took: 00:00:00 | Page: Took: 00:03:50 | Total Elapsed: 00:03:54
Page: 1/63 | Game: 204/63000 | Kept Games: 37\204 | Game Took: 00:00:00 | Page: Took: 00:03:51 | Total Elapsed: 00:03:55
Page: 1/63 | Game: 205/63000 | Kept Games: 37\205 | Game Took: 00:00:01 | Page: Took: 00:03:52 | Total Elapsed: 00:03:56
Page: 1/63 | Game: 206/63000 | Kept Games: 38\206 | Game Took: 00:00:02 | Page: Took: 00:03:54 | Total Elapsed: 00:03:58
Page: 1/63 | Game: 207/63000 | Kept Games: 39\207 | Game Took: 00:00:02 | Page: Took: 00:03:57 | Total Elapsed: 00:04:00
Page: 1/63 | Game: 208/63000 | Kept Games: 39\208 | Game Took: 00:00:01 | Page: Took: 00:03:58 | Total Elapsed: 00:04:01
Page: 1/63 | Game: 209/63000 | Kept Games: 39\209 | Game Took: 00:00:01 | Page: Took: 00:03:59 | Total Elapsed: 00:04:03
Page: 1/63 | Game: 210/63000 | Kept Games: 39\210 | Game Took: 00:00:00 | Page: Took: 00:04:00 | Total Elapsed: 00:04:03
Page: 1/63 | Game: 211/63000 | Kept Games: 39\211 | Game Took: 00:00:00 | Page: Took: 00:04:00 | Total Elapsed: 00:04:04
Page: 1/63 | Game: 212/63000 | Kept Games: 39\212 | Game Took: 00:00:00 | Page: Took: 00:04:01 | Total Elapsed: 00:04:05
Page: 1/63 | Game: 213/63000 | Kept Games: 40\213 | Game Took: 00:00:02 | Page: Took: 00:04:03 | Total Elapsed: 00:04:07
Page: 1/63 | Game: 214/63000 | Kept Games: 40\214 | Game Took: 00:00:01 | Page: Took: 00:04:04 | Total Elapsed: 00:04:08
Page: 1/63 | Game: 215/63000 | Kept Games: 40\215 | Game Took: 00:00:00 | Page: Took: 00:04:05 | Total Elapsed: 00:04:09
Page: 1/63 | Game: 216/63000 | Kept Games: 41\216 | Game Took: 00:00:02 | Page: Took: 00:04:07 | Total Elapsed: 00:04:11
Page: 1/63 | Game: 217/63000 | Kept Games: 41\217 | Game Took: 00:00:01 | Page: Took: 00:04:09 | Total Elapsed: 00:04:13
Page: 1/63 | Game: 218/63000 | Kept Games: 41\218 | Game Took: 00:00:00 | Page: Took: 00:04:10 | Total Elapsed: 00:04:14
Page: 1/63 | Game: 219/63000 | Kept Games: 41\219 | Game Took: 00:00:00 | Page: Took: 00:04:11 | Total Elapsed: 00:04:15
Page: 1/63 | Game: 220/63000 | Kept Games: 42\220 | Game Took: 00:00:01 | Page: Took: 00:04:12 | Total Elapsed: 00:04:16
Page: 1/63 | Game: 221/63000 | Kept Games: 43\221 | Game Took: 00:00:01 | Page: Took: 00:04:14 | Total Elapsed: 00:04:18
Page: 1/63 | Game: 222/63000 | Kept Games: 44\222 | Game Took: 00:00:01 | Page: Took: 00:04:15 | Total Elapsed: 00:04:19
Page: 1/63 | Game: 223/63000 | Kept Games: 45\223 | Game Took: 00:00:01 | Page: Took: 00:04:17 | Total Elapsed: 00:04:21
Page: 1/63 | Game: 224/63000 | Kept Games: 45\224 | Game Took: 00:00:00 | Page: Took: 00:04:18 | Total Elapsed: 00:04:22
Page: 1/63 | Game: 225/63000 | Kept Games: 45\225 | Game Took: 00:00:00 | Page: Took: 00:04:19 | Total Elapsed: 00:04:22
Page: 1/63 | Game: 226/63000 | Kept Games: 45\226 | Game Took: 00:00:00 | Page: Took: 00:04:19 | Total Elapsed: 00:04:23
Page: 1/63 | Game: 227/63000 | Kept Games: 45\227 | Game Took: 00:00:00 | Page: Took: 00:04:20 | Total Elapsed: 00:04:24
Page: 1/63 | Game: 228/63000 | Kept Games: 46\228 | Game Took: 00:00:01 | Page: Took: 00:04:22 | Total Elapsed: 00:04:26
Page: 1/63 | Game: 229/63000 | Kept Games: 47\229 | Game Took: 00:00:01 | Page: Took: 00:04:24 | Total Elapsed: 00:04:28
Page: 1/63 | Game: 230/63000 | Kept Games: 47\230 | Game Took: 00:00:00 | Page: Took: 00:04:25 | Total Elapsed: 00:04:28
Page: 1/63 | Game: 231/63000 | Kept Games: 47\231 | Game Took: 00:00:00 | Page: Took: 00:04:25 | Total Elapsed: 00:04:29
Page: 1/63 | Game: 232/63000 | Kept Games: 48\232 | Game Took: 00:00:00 | Page: Took: 00:04:26 | Total Elapsed: 00:04:30
Page: 1/63 | Game: 233/63000 | Kept Games: 48\233 | Game Took: 00:00:00 | Page: Took: 00:04:27 | Total Elapsed: 00:04:31
Page: 1/63 | Game: 234/63000 | Kept Games: 48\234 | Game Took: 00:00:00 | Page: Took: 00:04:28 | Total Elapsed: 00:04:31
Page: 1/63 | Game: 235/63000 | Kept Games: 49\235 | Game Took: 00:00:01 | Page: Took: 00:04:29 | Total Elapsed: 00:04:33
Page: 1/63 | Game: 236/63000 | Kept Games: 50\236 | Game Took: 00:00:01 | Page: Took: 00:04:30 | Total Elapsed: 00:04:34
Page: 1/63 | Game: 237/63000 | Kept Games: 51\237 | Game Took: 00:00:01 | Page: Took: 00:04:32 | Total Elapsed: 00:04:36
Page: 1/63 | Game: 238/63000 | Kept Games: 52\238 | Game Took: 00:00:01 | Page: Took: 00:04:33 | Total Elapsed: 00:04:37
Page: 1/63 | Game: 239/63000 | Kept Games: 52\239 | Game Took: 00:00:00 | Page: Took: 00:04:34 | Total Elapsed: 00:04:38
Page: 1/63 | Game: 240/63000 | Kept Games: 52\240 | Game Took: 00:00:00 | Page: Took: 00:04:35 | Total Elapsed: 00:04:39
Page: 1/63 | Game: 241/63000 | Kept Games: 52\241 | Game Took: 00:00:00 | Page: Took: 00:04:36 | Total Elapsed: 00:04:39
Page: 1/63 | Game: 242/63000 | Kept Games: 52\242 | Game Took: 00:00:00 | Page: Took: 00:04:36 | Total Elapsed: 00:04:40
Page: 1/63 | Game: 243/63000 | Kept Games: 52\243 | Game Took: 00:00:00 | Page: Took: 00:04:37 | Total Elapsed: 00:04:41
Page: 1/63 | Game: 244/63000 | Kept Games: 52\244 | Game Took: 00:00:01 | Page: Took: 00:04:38 | Total Elapsed: 00:04:42
Page: 1/63 | Game: 245/63000 | Kept Games: 52\245 | Game Took: 00:00:00 | Page: Took: 00:04:39 | Total Elapsed: 00:04:43
Page: 1/63 | Game: 246/63000 | Kept Games: 52\246 | Game Took: 00:00:00 | Page: Took: 00:04:40 | Total Elapsed: 00:04:44
Page: 1/63 | Game: 247/63000 | Kept Games: 52\247 | Game Took: 00:00:00 | Page: Took: 00:04:41 | Total Elapsed: 00:04:44
Page: 1/63 | Game: 248/63000 | Kept Games: 52\248 | Game Took: 00:00:00 | Page: Took: 00:04:41 | Total Elapsed: 00:04:45
Page: 1/63 | Game: 249/63000 | Kept Games: 52\249 | Game Took: 00:00:00 | Page: Took: 00:04:42 | Total Elapsed: 00:04:46
Page: 1/63 | Game: 250/63000 | Kept Games: 52\250 | Game Took: 00:00:00 | Page: Took: 00:04:43 | Total Elapsed: 00:04:47
Page: 1/63 | Game: 251/63000 | Kept Games: 52\251 | Game Took: 00:00:00 | Page: Took: 00:04:44 | Total Elapsed: 00:04:47
Page: 1/63 | Game: 252/63000 | Kept Games: 53\252 | Game Took: 00:00:01 | Page: Took: 00:04:45 | Total Elapsed: 00:04:49
Page: 1/63 | Game: 253/63000 | Kept Games: 53\253 | Game Took: 00:00:00 | Page: Took: 00:04:46 | Total Elapsed: 00:04:50
Page: 1/63 | Game: 254/63000 | Kept Games: 53\254 | Game Took: 00:00:00 | Page: Took: 00:04:47 | Total Elapsed: 00:04:51
Page: 1/63 | Game: 255/63000 | Kept Games: 54\255 | Game Took: 00:00:01 | Page: Took: 00:04:48 | Total Elapsed: 00:04:52
Page: 1/63 | Game: 256/63000 | Kept Games: 55\256 | Game Took: 00:00:01 | Page: Took: 00:04:50 | Total Elapsed: 00:04:54
Page: 1/63 | Game: 257/63000 | Kept Games: 56\257 | Game Took: 00:00:00 | Page: Took: 00:04:51 | Total Elapsed: 00:04:55
Page: 1/63 | Game: 258/63000 | Kept Games: 57\258 | Game Took: 00:00:01 | Page: Took: 00:04:53 | Total Elapsed: 00:04:56
Page: 1/63 | Game: 259/63000 | Kept Games: 58\259 | Game Took: 00:00:01 | Page: Took: 00:04:55 | Total Elapsed: 00:04:58
Page: 1/63 | Game: 260/63000 | Kept Games: 59\260 | Game Took: 00:00:01 | Page: Took: 00:04:56 | Total Elapsed: 00:05:00
Page: 1/63 | Game: 261/63000 | Kept Games: 60\261 | Game Took: 00:00:01 | Page: Took: 00:04:58 | Total Elapsed: 00:05:02
Page: 1/63 | Game: 262/63000 | Kept Games: 61\262 | Game Took: 00:00:01 | Page: Took: 00:05:00 | Total Elapsed: 00:05:04
Page: 1/63 | Game: 263/63000 | Kept Games: 62\263 | Game Took: 00:00:01 | Page: Took: 00:05:01 | Total Elapsed: 00:05:05
Page: 1/63 | Game: 264/63000 | Kept Games: 62\264 | Game Took: 00:00:00 | Page: Took: 00:05:02 | Total Elapsed: 00:05:06
Page: 1/63 | Game: 265/63000 | Kept Games: 62\265 | Game Took: 00:00:00 | Page: Took: 00:05:03 | Total Elapsed: 00:05:07
Page: 1/63 | Game: 266/63000 | Kept Games: 63\266 | Game Took: 00:00:01 | Page: Took: 00:05:05 | Total Elapsed: 00:05:08
Page: 1/63 | Game: 267/63000 | Kept Games: 63\267 | Game Took: 00:00:00 | Page: Took: 00:05:06 | Total Elapsed: 00:05:09
Page: 1/63 | Game: 268/63000 | Kept Games: 63\268 | Game Took: 00:00:00 | Page: Took: 00:05:06 | Total Elapsed: 00:05:10
Page: 1/63 | Game: 269/63000 | Kept Games: 63\269 | Game Took: 00:00:00 | Page: Took: 00:05:07 | Total Elapsed: 00:05:11
Page: 1/63 | Game: 270/63000 | Kept Games: 63\270 | Game Took: 00:00:00 | Page: Took: 00:05:08 | Total Elapsed: 00:05:12
Page: 1/63 | Game: 271/63000 | Kept Games: 63\271 | Game Took: 00:00:00 | Page: Took: 00:05:09 | Total Elapsed: 00:05:12
Page: 1/63 | Game: 272/63000 | Kept Games: 63\272 | Game Took: 00:00:00 | Page: Took: 00:05:10 | Total Elapsed: 00:05:13
Page: 1/63 | Game: 273/63000 | Kept Games: 63\273 | Game Took: 00:00:00 | Page: Took: 00:05:10 | Total Elapsed: 00:05:14
Page: 1/63 | Game: 274/63000 | Kept Games: 63\274 | Game Took: 00:00:01 | Page: Took: 00:05:12 | Total Elapsed: 00:05:15
Page: 1/63 | Game: 275/63000 | Kept Games: 63\275 | Game Took: 00:00:00 | Page: Took: 00:05:12 | Total Elapsed: 00:05:16
Page: 1/63 | Game: 276/63000 | Kept Games: 63\276 | Game Took: 00:00:00 | Page: Took: 00:05:13 | Total Elapsed: 00:05:17
Page: 1/63 | Game: 277/63000 | Kept Games: 64\277 | Game Took: 00:00:01 | Page: Took: 00:05:15 | Total Elapsed: 00:05:18
Page: 1/63 | Game: 278/63000 | Kept Games: 65\278 | Game Took: 00:00:01 | Page: Took: 00:05:16 | Total Elapsed: 00:05:20
Page: 1/63 | Game: 279/63000 | Kept Games: 66\279 | Game Took: 00:00:01 | Page: Took: 00:05:18 | Total Elapsed: 00:05:22
Page: 1/63 | Game: 280/63000 | Kept Games: 66\280 | Game Took: 00:00:00 | Page: Took: 00:05:19 | Total Elapsed: 00:05:23
Page: 1/63 | Game: 281/63000 | Kept Games: 67\281 | Game Took: 00:00:01 | Page: Took: 00:05:21 | Total Elapsed: 00:05:25
Page: 1/63 | Game: 282/63000 | Kept Games: 67\282 | Game Took: 00:00:01 | Page: Took: 00:05:22 | Total Elapsed: 00:05:26
Page: 1/63 | Game: 283/63000 | Kept Games: 67\283 | Game Took: 00:00:00 | Page: Took: 00:05:23 | Total Elapsed: 00:05:27
Page: 1/63 | Game: 284/63000 | Kept Games: 68\284 | Game Took: 00:00:01 | Page: Took: 00:05:25 | Total Elapsed: 00:05:28
Page: 1/63 | Game: 285/63000 | Kept Games: 69\285 | Game Took: 00:00:01 | Page: Took: 00:05:26 | Total Elapsed: 00:05:30
Page: 1/63 | Game: 286/63000 | Kept Games: 69\286 | Game Took: 00:00:00 | Page: Took: 00:05:27 | Total Elapsed: 00:05:31
Page: 1/63 | Game: 287/63000 | Kept Games: 70\287 | Game Took: 00:00:01 | Page: Took: 00:05:29 | Total Elapsed: 00:05:33
Page: 1/63 | Game: 288/63000 | Kept Games: 70\288 | Game Took: 00:00:00 | Page: Took: 00:05:30 | Total Elapsed: 00:05:34
Page: 1/63 | Game: 289/63000 | Kept Games: 71\289 | Game Took: 00:00:01 | Page: Took: 00:05:32 | Total Elapsed: 00:05:35
Page: 1/63 | Game: 290/63000 | Kept Games: 72\290 | Game Took: 00:00:01 | Page: Took: 00:05:33 | Total Elapsed: 00:05:37
Page: 1/63 | Game: 291/63000 | Kept Games: 72\291 | Game Took: 00:00:00 | Page: Took: 00:05:34 | Total Elapsed: 00:05:38
Page: 1/63 | Game: 292/63000 | Kept Games: 73\292 | Game Took: 00:00:01 | Page: Took: 00:05:35 | Total Elapsed: 00:05:39
Page: 1/63 | Game: 293/63000 | Kept Games: 74\293 | Game Took: 00:00:01 | Page: Took: 00:05:37 | Total Elapsed: 00:05:41
Page: 1/63 | Game: 294/63000 | Kept Games: 75\294 | Game Took: 00:00:01 | Page: Took: 00:05:38 | Total Elapsed: 00:05:42
Page: 1/63 | Game: 295/63000 | Kept Games: 75\295 | Game Took: 00:00:00 | Page: Took: 00:05:39 | Total Elapsed: 00:05:43
Page: 1/63 | Game: 296/63000 | Kept Games: 76\296 | Game Took: 00:00:01 | Page: Took: 00:05:41 | Total Elapsed: 00:05:45
Page: 1/63 | Game: 297/63000 | Kept Games: 76\297 | Game Took: 00:00:00 | Page: Took: 00:05:42 | Total Elapsed: 00:05:46
Page: 1/63 | Game: 298/63000 | Kept Games: 77\298 | Game Took: 00:00:01 | Page: Took: 00:05:44 | Total Elapsed: 00:05:47
Page: 1/63 | Game: 299/63000 | Kept Games: 78\299 | Game Took: 00:00:01 | Page: Took: 00:05:45 | Total Elapsed: 00:05:49
Page: 1/63 | Game: 300/63000 | Kept Games: 79\300 | Game Took: 00:00:01 | Page: Took: 00:05:47 | Total Elapsed: 00:05:51
Page: 1/63 | Game: 301/63000 | Kept Games: 80\301 | Game Took: 00:00:01 | Page: Took: 00:05:49 | Total Elapsed: 00:05:52
Page: 1/63 | Game: 302/63000 | Kept Games: 81\302 | Game Took: 00:00:01 | Page: Took: 00:05:51 | Total Elapsed: 00:05:54
Page: 1/63 | Game: 303/63000 | Kept Games: 82\303 | Game Took: 00:00:01 | Page: Took: 00:05:52 | Total Elapsed: 00:05:56
Page: 1/63 | Game: 304/63000 | Kept Games: 82\304 | Game Took: 00:00:00 | Page: Took: 00:05:53 | Total Elapsed: 00:05:57
Page: 1/63 | Game: 305/63000 | Kept Games: 82\305 | Game Took: 00:00:01 | Page: Took: 00:05:55 | Total Elapsed: 00:05:59
Page: 1/63 | Game: 306/63000 | Kept Games: 82\306 | Game Took: 00:00:00 | Page: Took: 00:05:56 | Total Elapsed: 00:06:00
Page: 1/63 | Game: 307/63000 | Kept Games: 82\307 | Game Took: 00:00:00 | Page: Took: 00:05:57 | Total Elapsed: 00:06:01
Page: 1/63 | Game: 308/63000 | Kept Games: 83\308 | Game Took: 00:00:02 | Page: Took: 00:05:59 | Total Elapsed: 00:06:03
Page: 1/63 | Game: 309/63000 | Kept Games: 84\309 | Game Took: 00:00:01 | Page: Took: 00:06:01 | Total Elapsed: 00:06:05
Page: 1/63 | Game: 310/63000 | Kept Games: 84\310 | Game Took: 00:00:01 | Page: Took: 00:06:02 | Total Elapsed: 00:06:06
Page: 1/63 | Game: 311/63000 | Kept Games: 84\311 | Game Took: 00:00:00 | Page: Took: 00:06:03 | Total Elapsed: 00:06:07
Page: 1/63 | Game: 312/63000 | Kept Games: 84\312 | Game Took: 00:00:00 | Page: Took: 00:06:04 | Total Elapsed: 00:06:07
Page: 1/63 | Game: 313/63000 | Kept Games: 84\313 | Game Took: 00:00:00 | Page: Took: 00:06:05 | Total Elapsed: 00:06:08
Page: 1/63 | Game: 314/63000 | Kept Games: 84\314 | Game Took: 00:00:00 | Page: Took: 00:06:05 | Total Elapsed: 00:06:09
Page: 1/63 | Game: 315/63000 | Kept Games: 84\315 | Game Took: 00:00:00 | Page: Took: 00:06:06 | Total Elapsed: 00:06:10
Page: 1/63 | Game: 316/63000 | Kept Games: 84\316 | Game Took: 00:00:00 | Page: Took: 00:06:07 | Total Elapsed: 00:06:11
Page: 1/63 | Game: 317/63000 | Kept Games: 84\317 | Game Took: 00:00:00 | Page: Took: 00:06:08 | Total Elapsed: 00:06:12
Page: 1/63 | Game: 318/63000 | Kept Games: 84\318 | Game Took: 00:00:00 | Page: Took: 00:06:09 | Total Elapsed: 00:06:13
Page: 1/63 | Game: 319/63000 | Kept Games: 84\319 | Game Took: 00:00:00 | Page: Took: 00:06:10 | Total Elapsed: 00:06:13
Page: 1/63 | Game: 320/63000 | Kept Games: 84\320 | Game Took: 00:00:01 | Page: Took: 00:06:11 | Total Elapsed: 00:06:14
Page: 1/63 | Game: 321/63000 | Kept Games: 85\321 | Game Took: 00:00:01 | Page: Took: 00:06:12 | Total Elapsed: 00:06:16
Page: 1/63 | Game: 322/63000 | Kept Games: 86\322 | Game Took: 00:00:01 | Page: Took: 00:06:14 | Total Elapsed: 00:06:18
Page: 1/63 | Game: 323/63000 | Kept Games: 86\323 | Game Took: 00:00:00 | Page: Took: 00:06:15 | Total Elapsed: 00:06:19
Page: 1/63 | Game: 324/63000 | Kept Games: 86\324 | Game Took: 00:00:00 | Page: Took: 00:06:16 | Total Elapsed: 00:06:19
Page: 1/63 | Game: 325/63000 | Kept Games: 86\325 | Game Took: 00:00:00 | Page: Took: 00:06:16 | Total Elapsed: 00:06:20
Page: 1/63 | Game: 326/63000 | Kept Games: 86\326 | Game Took: 00:00:00 | Page: Took: 00:06:17 | Total Elapsed: 00:06:21
Page: 1/63 | Game: 327/63000 | Kept Games: 86\327 | Game Took: 00:00:00 | Page: Took: 00:06:18 | Total Elapsed: 00:06:22
Page: 1/63 | Game: 328/63000 | Kept Games: 87\328 | Game Took: 00:00:01 | Page: Took: 00:06:20 | Total Elapsed: 00:06:24
Page: 1/63 | Game: 329/63000 | Kept Games: 87\329 | Game Took: 00:00:00 | Page: Took: 00:06:21 | Total Elapsed: 00:06:25
Page: 1/63 | Game: 330/63000 | Kept Games: 88\330 | Game Took: 00:00:01 | Page: Took: 00:06:22 | Total Elapsed: 00:06:26
Page: 1/63 | Game: 331/63000 | Kept Games: 89\331 | Game Took: 00:00:01 | Page: Took: 00:06:24 | Total Elapsed: 00:06:28
Page: 1/63 | Game: 332/63000 | Kept Games: 90\332 | Game Took: 00:00:01 | Page: Took: 00:06:26 | Total Elapsed: 00:06:30
Page: 1/63 | Game: 333/63000 | Kept Games: 91\333 | Game Took: 00:00:01 | Page: Took: 00:06:28 | Total Elapsed: 00:06:31
Page: 1/63 | Game: 334/63000 | Kept Games: 92\334 | Game Took: 00:00:01 | Page: Took: 00:06:29 | Total Elapsed: 00:06:33
Page: 1/63 | Game: 335/63000 | Kept Games: 93\335 | Game Took: 00:00:01 | Page: Took: 00:06:31 | Total Elapsed: 00:06:34
Page: 1/63 | Game: 336/63000 | Kept Games: 94\336 | Game Took: 00:00:00 | Page: Took: 00:06:32 | Total Elapsed: 00:06:35
Page: 1/63 | Game: 337/63000 | Kept Games: 94\337 | Game Took: 00:00:00 | Page: Took: 00:06:33 | Total Elapsed: 00:06:36
Page: 1/63 | Game: 338/63000 | Kept Games: 94\338 | Game Took: 00:00:00 | Page: Took: 00:06:33 | Total Elapsed: 00:06:37
Page: 1/63 | Game: 339/63000 | Kept Games: 94\339 | Game Took: 00:00:00 | Page: Took: 00:06:34 | Total Elapsed: 00:06:38
Page: 1/63 | Game: 340/63000 | Kept Games: 94\340 | Game Took: 00:01:15 | Page: Took: 00:07:50 | Total Elapsed: 00:07:54
Page: 1/63 | Game: 341/63000 | Kept Games: 94\341 | Game Took: 00:00:01 | Page: Took: 00:07:51 | Total Elapsed: 00:07:55
Page: 1/63 | Game: 342/63000 | Kept Games: 94\342 | Game Took: 00:00:00 | Page: Took: 00:07:52 | Total Elapsed: 00:07:56
Page: 1/63 | Game: 343/63000 | Kept Games: 95\343 | Game Took: 00:00:01 | Page: Took: 00:07:54 | Total Elapsed: 00:07:57
Page: 1/63 | Game: 344/63000 | Kept Games: 95\344 | Game Took: 00:00:00 | Page: Took: 00:07:55 | Total Elapsed: 00:07:58
Page: 1/63 | Game: 345/63000 | Kept Games: 96\345 | Game Took: 00:00:02 | Page: Took: 00:07:57 | Total Elapsed: 00:08:00
Page: 1/63 | Game: 346/63000 | Kept Games: 96\346 | Game Took: 00:00:00 | Page: Took: 00:07:58 | Total Elapsed: 00:08:01
Page: 1/63 | Game: 347/63000 | Kept Games: 97\347 | Game Took: 00:00:00 | Page: Took: 00:07:59 | Total Elapsed: 00:08:02
Page: 1/63 | Game: 348/63000 | Kept Games: 98\348 | Game Took: 00:00:00 | Page: Took: 00:07:59 | Total Elapsed: 00:08:03
Page: 1/63 | Game: 349/63000 | Kept Games: 98\349 | Game Took: 00:00:00 | Page: Took: 00:08:00 | Total Elapsed: 00:08:04
Page: 1/63 | Game: 350/63000 | Kept Games: 98\350 | Game Took: 00:00:00 | Page: Took: 00:08:01 | Total Elapsed: 00:08:05
Page: 1/63 | Game: 351/63000 | Kept Games: 98\351 | Game Took: 00:00:00 | Page: Took: 00:08:02 | Total Elapsed: 00:08:06
Page: 1/63 | Game: 352/63000 | Kept Games: 99\352 | Game Took: 00:00:01 | Page: Took: 00:08:03 | Total Elapsed: 00:08:07
Page: 1/63 | Game: 353/63000 | Kept Games: 99\353 | Game Took: 00:00:00 | Page: Took: 00:08:04 | Total Elapsed: 00:08:08
Page: 1/63 | Game: 354/63000 | Kept Games: 99\354 | Game Took: 00:00:00 | Page: Took: 00:08:05 | Total Elapsed: 00:08:09
Page: 1/63 | Game: 355/63000 | Kept Games: 99\355 | Game Took: 00:00:00 | Page: Took: 00:08:06 | Total Elapsed: 00:08:10
Page: 1/63 | Game: 356/63000 | Kept Games: 99\356 | Game Took: 00:00:00 | Page: Took: 00:08:07 | Total Elapsed: 00:08:11
Page: 1/63 | Game: 357/63000 | Kept Games: 99\357 | Game Took: 00:00:00 | Page: Took: 00:08:08 | Total Elapsed: 00:08:12
Page: 1/63 | Game: 358/63000 | Kept Games: 99\358 | Game Took: 00:00:00 | Page: Took: 00:08:09 | Total Elapsed: 00:08:12
Page: 1/63 | Game: 359/63000 | Kept Games: 100\359 | Game Took: 00:00:01 | Page: Took: 00:08:10 | Total Elapsed: 00:08:14
Page: 1/63 | Game: 360/63000 | Kept Games: 100\360 | Game Took: 00:00:00 | Page: Took: 00:08:11 | Total Elapsed: 00:08:15
Page: 1/63 | Game: 361/63000 | Kept Games: 101\361 | Game Took: 00:00:01 | Page: Took: 00:08:13 | Total Elapsed: 00:08:16
Page: 1/63 | Game: 362/63000 | Kept Games: 101\362 | Game Took: 00:00:01 | Page: Took: 00:08:14 | Total Elapsed: 00:08:17
Page: 1/63 | Game: 363/63000 | Kept Games: 101\363 | Game Took: 00:00:01 | Page: Took: 00:08:15 | Total Elapsed: 00:08:19
Page: 1/63 | Game: 364/63000 | Kept Games: 102\364 | Game Took: 00:00:05 | Page: Took: 00:08:21 | Total Elapsed: 00:08:24
Page: 1/63 | Game: 365/63000 | Kept Games: 103\365 | Game Took: 00:00:09 | Page: Took: 00:08:30 | Total Elapsed: 00:08:34
Page: 1/63 | Game: 366/63000 | Kept Games: 104\366 | Game Took: 00:00:08 | Page: Took: 00:08:38 | Total Elapsed: 00:08:42
Page: 1/63 | Game: 367/63000 | Kept Games: 105\367 | Game Took: 00:00:09 | Page: Took: 00:08:48 | Total Elapsed: 00:08:52
Page: 1/63 | Game: 368/63000 | Kept Games: 106\368 | Game Took: 00:00:11 | Page: Took: 00:09:00 | Total Elapsed: 00:09:04
Page: 1/63 | Game: 369/63000 | Kept Games: 106\369 | Game Took: 00:00:07 | Page: Took: 00:09:07 | Total Elapsed: 00:09:11
Page: 1/63 | Game: 370/63000 | Kept Games: 106\370 | Game Took: 00:00:05 | Page: Took: 00:09:13 | Total Elapsed: 00:09:17
Page: 1/63 | Game: 371/63000 | Kept Games: 106\371 | Game Took: 00:00:03 | Page: Took: 00:09:17 | Total Elapsed: 00:09:21
Page: 1/63 | Game: 372/63000 | Kept Games: 107\372 | Game Took: 00:00:03 | Page: Took: 00:09:20 | Total Elapsed: 00:09:24
Page: 1/63 | Game: 373/63000 | Kept Games: 107\373 | Game Took: 00:00:00 | Page: Took: 00:09:21 | Total Elapsed: 00:09:25
Page: 1/63 | Game: 374/63000 | Kept Games: 107\374 | Game Took: 00:00:00 | Page: Took: 00:09:22 | Total Elapsed: 00:09:26
Page: 1/63 | Game: 375/63000 | Kept Games: 108\375 | Game Took: 00:00:02 | Page: Took: 00:09:24 | Total Elapsed: 00:09:28
Page: 1/63 | Game: 376/63000 | Kept Games: 109\376 | Game Took: 00:00:01 | Page: Took: 00:09:26 | Total Elapsed: 00:09:30
Page: 1/63 | Game: 377/63000 | Kept Games: 109\377 | Game Took: 00:00:00 | Page: Took: 00:09:27 | Total Elapsed: 00:09:31
Page: 1/63 | Game: 378/63000 | Kept Games: 109\378 | Game Took: 00:00:01 | Page: Took: 00:09:29 | Total Elapsed: 00:09:32
Page: 1/63 | Game: 379/63000 | Kept Games: 109\379 | Game Took: 00:00:00 | Page: Took: 00:09:29 | Total Elapsed: 00:09:33
Page: 1/63 | Game: 380/63000 | Kept Games: 109\380 | Game Took: 00:00:00 | Page: Took: 00:09:30 | Total Elapsed: 00:09:34
